global_rank,selected_for_plot,figure_path,recording_id,cutter_id,follower_id,from_lane,to_lane,relation_start_time,dhw_min,thw_min,ttc_min
29,0,,09,115,121,2,3,77.76,28.809999999999988,0.7888828039430446,5.06326889279437
30,0,,13,465,466,3,4,143.88,30.74000000000001,0.9470117067159584,5.075581395348833
31,0,,13,2770,2772,7,6,1006.04,9.909999999999997,0.2992149758454105,5.127340823970034
32,0,,09,1356,1359,8,7,1027.2,53.48000000000002,1.2527524010306867,5.1373679154659015
33,0,,20,410,413,6,5,332.44,18.889999999999983,0.5298737727910234,5.193089430894309
34,0,,06,412,419,7,6,341.28,44.37000000000006,1.0691566265060255,5.195550351288064
35,0,,14,2335,2342,8,7,933.8,12.369999999999948,0.440841054882393,5.286324786324764
36,0,,10,279,282,3,4,178.2,94.26,1.813389765294344,5.30146231721035
37,0,,13,649,654,3,4,220.2,18.909999999999997,0.5935342121782798,5.346473029045645
38,0,,19,305,307,6,5,280.2,24.430000000000007,0.7556449118465823,5.391719745222933
39,0,,12,684,691,8,7,207.32,27.139999999999983,0.8194444444444441,5.449799196787149
40,0,,19,147,153,6,5,140.96,55.28000000000003,1.2104225968907385,5.528000000000003
41,0,,14,2508,2515,2,3,986.12,18.35000000000001,0.7084942084942089,5.56531531531532
42,0,,01,308,310,6,5,252.52,15.72,0.5598290598290598,5.570247933884289
43,0,,08,995,999,8,7,681.2,28.649999999999977,0.7218442932728641,5.5847953216374275
44,0,,13,2851,2854,8,7,1039.2,28.420000000000016,0.8723143032535303,5.672654690618768
45,0,,13,625,630,3,4,205.64,17.790000000000006,0.4706349206349208,5.683453237410074
46,0,,11,555,558,4,3,191.12,11.409999999999997,0.5363679023932426,5.705645161290324
47,0,,04,620,626,7,6,610.8,29.25999999999999,0.8310139165009938,5.718796992481201
48,0,,04,764,772,2,3,728.56,70.12,1.9526594263436372,5.838467943380517
49,0,,06,507,513,2,3,437.68,58.48999999999998,1.743368107302533,5.843156843156843
50,0,,08,932,934,2,3,640.56,27.550000000000004,0.8027389277389279,5.886752136752138
51,0,,09,767,770,7,6,600.36,37.309999999999974,1.0235939643347045,5.987654320987654
52,0,,04,548,551,3,4,529.04,63.75,1.5870052277819269,6.123919308357348
53,0,,05,733,739,2,3,686.72,39.81,1.341759352881699,6.134052388289675
54,0,,08,395,397,7,6,264.08,15.930000000000009,0.3938195302843017,6.178571428571427
55,0,,12,136,142,7,6,35.32,16.399999999999977,0.4983287754481914,6.224489795918352
56,0,,12,726,731,3,4,233.72,10.609999999999983,0.5549222797927466,6.247191011235966
57,0,,08,608,612,8,7,431.4,71.64000000000001,1.6211812627291249,6.262237762237765
58,0,,06,1316,1318,7,6,1159.72,13.029999999999973,0.3614424410540908,6.293650793650791
59,0,,07,838,840,3,4,572.76,11.70999999999998,0.4182960893854754,6.391304347826095
60,0,,12,1685,1690,7,6,561.8,17.970000000000013,0.7857455181460434,6.417857142857146
61,0,,13,2020,2025,7,6,728.92,40.61,0.9900048756704046,6.5080128205128185
62,0,,20,919,922,2,3,764.2,29.409999999999997,0.8810665068903534,6.56218057921636
63,0,,10,399,405,7,6,256.24,103.34,2.212847965738758,6.6074168797953945
64,0,,19,718,720,6,5,690.8,41.27000000000001,1.0897808291523636,6.624398073836281
65,0,,15,290,294,6,5,211.64,51.31999999999999,1.51879254217224,6.67420349434738
66,0,,15,378,379,6,5,292.12,15.0,0.4265456608054458,6.7007575757575735
67,0,,18,589,593,2,3,573.96,86.17,1.900529333921482,6.75843137254902
68,0,,05,281,286,2,3,259.28,41.440000000000055,1.3943472409152105,6.765013054830286
69,0,,15,479,482,2,3,382.68,12.75,0.4473684210526316,6.76818181818182
70,0,,03,753,760,2,3,834.92,53.03,1.4445655134840645,6.79689018464529
71,0,,03,792,796,6,5,880.84,74.82999999999998,1.9563398692810456,6.8525641025641
72,0,,14,1166,1170,3,4,432.6,20.53000000000003,0.7850860420650108,6.854111405835546
73,0,,03,430,432,2,3,449.6,15.600000000000009,0.5420430854760253,6.884328358208962
74,0,,09,172,178,3,4,111.64,43.839999999999975,1.025257249766136,6.893081761006286
75,0,,12,699,706,8,7,216.32,27.029999999999973,0.8674582798459555,6.896887159533076
76,0,,12,1061,1058,3,4,340.96,8.999999999999972,0.5624999999999982,6.926174496644282
77,0,,14,348,351,8,7,118.08,38.41,1.0587100330760748,6.945750452079564
78,0,,19,177,179,6,5,164.84,22.639999999999983,0.6907155529272607,6.980821917808212
79,0,,19,779,784,6,5,762.28,43.93999999999997,1.1995631995631986,7.006443298969074
80,0,,15,905,911,6,5,714.4,45.5,1.307095662166044,7.069738480697385
81,0,,09,736,741,2,3,568.44,54.23000000000002,1.2673521850899747,7.070404172099088
82,0,,06,1123,1124,7,6,966.12,12.439999999999984,0.3207839092315629,7.096938775510228
83,0,,11,144,153,7,6,46.08,25.52000000000001,0.8283024991885755,7.108407079646024
84,0,,13,1179,1190,2,3,428.64,91.11,2.535058430717864,7.140282131661444
85,0,,13,317,322,3,2,95.52,34.83000000000001,1.152547981469226,7.1666666666666705
86,0,,11,879,887,8,7,300.04,18.25,0.6905032160423761,7.3
87,0,,13,2106,2119,7,6,763.24,54.670000000000016,1.4330275229357805,7.323529411764709
88,0,,15,418,421,6,5,338.64,31.249999999999982,1.1630070710829916,7.385681293302544
89,0,,03,608,609,2,3,664.0,55.10999999999996,1.2417755745831445,7.457374830852497
90,0,,09,586,590,7,6,445.56,75.26000000000002,1.4771344455348383,7.4811133200795235
91,0,,12,1301,1328,4,3,431.44,34.53000000000003,2.0843373493975883,7.512241054613943
92,0,,10,693,698,3,4,470.44,75.94999999999999,1.5942485306465153,7.549701789264411
93,0,,02,328,330,2,3,300.88,17.650000000000034,0.4792288894922626,7.550335570469807
94,0,,01,11,12,6,5,6.56,67.62,1.9414298018949183,7.574774774774777
95,0,,10,356,358,3,4,227.44,14.159999999999968,0.4280532043530825,7.575892857142863
96,0,,11,87,91,3,4,25.64,12.600000000000025,0.4639175257731967,7.590361445783145
97,0,,16,238,241,6,5,238.48,29.19999999999999,0.6781235485369249,7.604166666666657
98,0,,06,833,837,7,6,699.32,40.68000000000001,1.1514293801302011,7.615499254843515
99,0,,19,707,711,2,3,681.48,47.10000000000001,1.2795436022819888,7.696078431372549
100,0,,12,1125,1135,8,7,362.08,43.94999999999999,1.367029548989113,7.853252647503778
101,0,,14,495,502,7,6,182.84,16.849999999999966,0.5702199661590512,7.854771784232367
102,0,,11,1649,1659,7,6,573.2,50.53000000000003,1.4387813211845113,7.855944055944056
103,0,,09,508,513,3,4,391.28,46.099999999999966,1.2153967835486414,7.858407079646012
104,0,,15,618,620,2,3,486.12,36.129999999999995,0.9408854166666666,7.858407079646018
105,0,,20,547,551,2,3,447.52,53.55000000000001,1.5481352992194275,7.863436123348016
106,0,,01,314,322,2,3,261.64,51.66,1.5420895522388058,7.874626865671641
107,0,,10,594,595,7,6,387.6,49.5,1.1327231121281465,7.946808510638299
108,0,,06,61,63,3,4,48.2,36.369999999999976,0.9230964467005072,7.96660482374769
109,0,,08,365,371,3,4,255.84,55.989999999999995,1.362618642005354,7.975783475783471
110,0,,07,52,57,8,7,23.24,64.34,1.6024906600249067,7.992546583850935
111,0,,08,1584,1586,7,6,1073.2,56.69,1.2645549855007807,7.997742663656887
112,0,,14,341,344,3,4,114.36,28.269999999999985,0.7945474985947156,8.004514672686213
113,0,,01,547,552,2,3,442.44,19.109999999999985,0.6667829727843679,8.049469964664317
114,0,,05,653,656,3,4,612.92,73.12,1.9671778315846111,8.07064017660044
115,0,,05,103,108,7,6,86.04,30.78,0.890625,8.076754385964907
116,0,,06,145,151,8,7,117.6,74.69,1.9774953666931423,8.100867678958783
117,0,,15,808,811,2,3,636.96,24.289999999999964,0.8842373498361836,8.102702702702693
118,0,,16,765,767,3,2,732.32,42.140000000000015,1.0855229263266362,8.135135135135139
119,0,,19,439,442,6,5,412.4,42.150000000000034,1.00333253987146,8.199372056514907
120,0,,08,129,131,7,6,70.0,31.370000000000005,0.8053915275994866,8.238993710691815
121,0,,15,145,147,6,5,108.6,6.469999999999999,0.2568843430369787,8.2658227848101
122,0,,11,666,676,7,6,228.8,39.880000000000024,1.2001203731567869,8.274086378737547
123,0,,07,831,835,3,4,572.68,11.430000000000009,0.3943758573388203,8.290540540540526
124,0,,10,550,553,8,7,363.84,57.12999999999997,1.7742236024844709,8.303779069767433
125,0,,05,1179,1182,7,6,1107.56,68.50000000000003,1.545228964583804,8.313106796116513
126,0,,13,455,456,3,4,137.84,33.16,1.203618304363251,8.317124735729381
127,0,,10,676,686,3,4,468.36,27.1,0.7642413987591653,8.338461538461539
128,0,,02,536,541,2,3,481.68,27.600000000000023,0.7728927471296562,8.342500000000001
129,0,,16,486,488,6,5,468.4,31.50999999999999,0.7751537515375152,8.356371490280772
130,0,,10,716,719,8,7,480.52,36.30999999999999,0.985881075210426,8.424593967517408
131,0,,15,133,141,2,3,104.64,105.64999999999998,2.831680514607343,8.42503987240829
132,0,,10,674,690,2,3,467.28,81.86,2.368634259259259,8.482901554404144
133,0,,14,1744,1750,7,6,675.4,25.659999999999968,0.748978400467016,8.499999999999996
134,0,,20,356,357,2,3,290.88,9.39,0.3953781512605043,8.516129032258076
135,0,,04,196,200,3,4,182.12,41.059999999999995,1.201287302516091,8.554964539007086
136,0,,13,1607,1615,4,3,586.52,24.5,0.9474091260634184,8.57703081232493
137,0,,07,647,649,7,6,440.68,20.19999999999999,0.4748472026328159,8.59409594095941
138,0,,14,450,454,6,7,163.96,15.180000000000009,0.4733395696913005,8.626168224299068
139,0,,10,346,354,7,6,224.92,73.19000000000001,1.7451120648545546,8.640423031727382
140,0,,07,696,697,8,7,489.96,23.480000000000015,0.6536748329621386,8.664206642066425
141,0,,07,715,719,2,3,504.8,69.19,1.8791417707767517,8.670426065162907
142,0,,07,791,799,7,6,558.32,31.94999999999999,0.8540497193263831,8.703529411764695
143,0,,11,1443,1447,3,4,503.16,13.5,0.4877167630057804,8.752808988764064
144,0,,14,2342,2347,7,6,934.36,18.010000000000048,0.5989358164283355,8.766519823788538
145,0,,07,787,793,2,3,556.76,16.310000000000002,0.4915611814345992,8.76881720430108
146,0,,09,166,178,3,4,110.64,105.82,2.4071883530482254,8.803660565723794
147,0,,07,74,77,3,4,47.96,32.629999999999995,0.8241980298055063,8.8047619047619
148,0,,11,1535,1547,8,7,532.08,45.53999999999999,1.3577817531305902,8.842718446601943
149,0,,06,41,43,8,7,36.96,38.05000000000001,0.9728969572999236,8.848837209302333
150,0,,03,705,708,2,3,784.28,26.930000000000007,0.8104633781763821,8.905604719764028
151,0,,12,1434,1438,3,4,479.08,18.27000000000001,0.7463235294117652,8.910204081632655
152,0,,19,144,148,2,3,142.44,34.19,1.0310615199034985,9.129464285714286
153,0,,08,1041,1059,8,7,714.64,95.07999999999998,2.633795013850415,9.195357833655704
154,0,,19,275,282,2,3,250.24,92.51,1.992032730404823,9.253295668549908
155,0,,13,568,576,3,4,183.84,53.920000000000016,1.8105858854860193,9.263688760806913
156,0,,01,732,735,2,3,623.0,35.97,1.008693213684801,9.275641025641026
157,0,,13,451,457,2,3,139.28,19.19,0.756405202995664,9.282700421940923
158,0,,05,997,1001,2,3,933.72,60.46000000000001,1.9700228087324865,9.315870570107856
159,0,,13,711,716,2,3,246.4,30.99,1.0153997378768025,9.333333333333334
160,0,,02,113,118,2,3,93.68,48.73,1.3435346015991176,9.362903225806454
161,0,,05,215,221,2,3,193.88,84.29000000000002,2.6283130651699413,9.42841163310962
162,0,,04,618,626,7,6,610.16,66.28000000000003,1.7817204301075276,9.491891891891894
163,0,,13,2140,2145,2,3,780.84,28.01,0.9982181040627228,9.509859154929575
164,0,,18,309,311,6,5,284.32,95.73000000000002,1.9092540885520544,9.534860557768926
165,0,,13,2432,2440,3,2,880.32,31.670000000000016,1.2097020626432398,9.542079207920796
166,0,,09,520,522,2,3,395.76,37.85000000000002,1.0432745314222718,9.553719008264473
167,0,,08,351,353,3,2,243.68,51.57000000000002,1.4105579868708975,9.603351955307264
168,0,,13,695,699,3,4,232.04,33.95999999999998,1.1174728529121414,9.615960099750614
169,0,,20,887,894,6,5,745.76,66.17999999999995,1.6754430379746823,9.818991097922838
170,0,,06,232,237,7,6,191.64,69.72999999999999,1.729843711237906,9.821126760563375
171,0,,13,1107,1115,4,3,404.52,30.22,1.135663284479519,9.837465564738284
172,0,,05,810,819,2,3,749.84,146.10000000000002,3.796777546777548,9.851652056641944
173,0,,09,470,481,8,7,375.2,85.18,2.21476859074363,9.899425287356316
174,0,,10,537,545,3,4,351.16,74.05999999999997,1.596464755335201,9.967698519515476
175,0,,02,134,137,2,3,108.08,45.579999999999984,1.427944862155388,10.114228456913825
176,0,,01,555,559,6,5,450.84,175.46,3.637984656852582,10.130484988452658
177,0,,17,258,259,6,5,214.16,32.140000000000015,0.8922820655191563,10.16158536585368
178,0,,14,1369,1372,8,7,514.84,26.539999999999992,0.8409378960709757,10.168582375478929
179,0,,09,1202,1206,8,7,908.28,99.65000000000003,2.875901875901877,10.210040983606564
180,0,,11,1144,1145,3,4,394.56,7.300000000000004,0.2826171118854047,10.236842105263186
181,0,,02,600,605,2,3,525.24,90.79999999999998,2.3432258064516125,10.248306997742665
182,0,,13,256,263,8,7,81.36,25.139999999999983,0.8487508440243074,10.302816901408448
183,0,,08,1608,1618,3,4,1090.68,231.73,4.071867861535758,10.335860838537023
184,0,,08,1294,1296,3,4,862.88,25.160000000000025,0.6197044334975376,10.360424028268575
185,0,,10,557,561,7,6,368.48,43.11999999999995,1.113348825200102,10.36886993603412
186,0,,10,686,691,3,4,465.04,112.16,2.606553567278643,10.392385392385394
187,0,,16,680,685,6,5,653.0,96.55,2.105320540776276,10.404094827586206
188,0,,11,502,505,3,4,159.64,30.800000000000068,1.1539902585237942,10.410919540229887
189,0,,20,476,481,6,5,392.4,47.35000000000001,1.551441677588467,10.417439703153988
190,0,,12,1110,1115,4,3,356.44,28.54000000000002,1.3584007615421236,10.446308724832212
191,0,,16,511,517,6,5,508.52,38.81999999999999,1.0840547333147164,10.446384039900256
192,0,,20,463,466,6,5,383.8,146.32999999999998,3.684038267875126,10.474588403722262
193,0,,12,859,866,8,7,263.24,33.959999999999994,1.24898859874954,10.477806788511757
194,0,,08,990,998,3,4,680.72,82.0,1.9248826291079812,10.526315789473683
195,0,,13,2422,2425,2,3,870.84,20.129999999999995,0.8624678663239073,10.536036036036036
196,0,,18,407,410,2,3,387.2,25.450000000000003,0.6993679582302831,10.565055762081794
197,0,,09,236,243,2,3,180.0,143.38,3.129201222173723,10.605029585798814
198,0,,01,482,488,2,3,401.0,30.299999999999997,1.0609243697478992,10.664596273291918
199,0,,11,1132,1143,2,3,392.8,25.06,1.0112994350282487,10.70143884892086
200,0,,19,112,118,2,3,118.64,91.7,2.3051784816490697,10.71145374449339
201,0,,04,260,264,3,4,239.44,48.38,1.3850558259375896,10.736418511066391
202,0,,13,1227,1234,3,4,449.64,35.120000000000005,1.1213282247765008,10.777188328912468
203,0,,11,1466,1479,7,6,511.28,62.639999999999986,1.974779319041614,10.78102189781022
204,0,,11,1685,1694,7,6,581.8,56.77000000000001,1.568665377176016,10.854684512428308
205,0,,12,177,186,2,3,41.68,21.79000000000002,1.084619213539075,10.86440677966104
206,0,,13,501,507,3,4,160.4,11.710000000000008,0.3737631662942869,10.933333333333367
207,0,,15,576,580,6,5,450.92,113.79,2.6092639302912173,10.951876804619824
208,0,,12,471,484,4,3,147.16,29.590000000000003,1.3673752310536045,11.04560260586319
209,0,,12,204,218,8,7,60.28,69.23999999999995,2.1096892138939656,11.063172043010756
210,0,,11,1042,1046,2,3,356.8,33.36,1.1090425531914894,11.083056478405323
211,0,,09,602,607,8,7,470.4,79.27000000000001,2.2571184510250575,11.086713286713293
212,0,,13,341,344,4,3,105.8,25.779999999999987,0.910632285411515,11.177358490566045
213,0,,20,711,714,2,3,596.32,28.64,0.8533969010727056,11.187499999999991
214,0,,13,2000,2001,7,6,719.64,8.680000000000007,0.2659313725490198,11.19753086419754
215,0,,13,1692,1698,3,4,615.8,18.75999999999999,0.7251642829532273,11.439024390243892
216,0,,09,926,931,2,3,713.36,67.52,1.7689284778621952,11.45426356589148
217,0,,12,1896,1902,3,2,639.48,29.17999999999998,1.1998355263157885,11.470588235294104
218,0,,06,661,664,7,6,564.32,21.890000000000015,0.6185363096920038,11.566210045662118
219,0,,09,311,317,2,3,237.56,96.82999999999998,2.67190949227373,11.568697729988047
220,0,,13,872,878,2,3,310.76,24.06,0.9225460122699388,11.608333333333334
221,0,,02,333,334,2,3,306.28,29.02000000000001,0.8540317834020016,11.616487455197143
222,0,,14,2697,2700,7,6,1043.08,29.090000000000003,0.7417134115247324,11.623287671232871
223,0,,11,1549,1551,6,7,528.12,9.89,0.3214169645758856,11.70000000000002
224,0,,14,1737,1744,8,7,669.48,49.0,1.7019798541160125,11.750599520383698
225,0,,09,512,514,3,4,399.84,45.34,1.2807909604519774,11.76020408163266
226,0,,12,632,645,8,7,196.32,65.86000000000001,2.1593442622950825,11.80286738351255
227,0,,05,937,943,3,4,872.84,134.56,3.319190922545634,11.824253075571178
228,0,,15,599,603,6,5,473.08,51.75,1.5026132404181185,11.87733887733888
229,0,,20,531,533,2,3,438.92,14.889999999999995,0.447954271961492,11.884057971014464
230,0,,10,569,572,8,7,383.52,35.670000000000016,1.0670056835177988,11.92528735632185
231,0,,16,900,903,2,3,846.88,91.32,2.5702223473121304,11.93725490196078
232,0,,05,1092,1094,8,7,1034.08,55.41999999999999,1.5330567081604425,11.96976241900648
233,0,,12,2450,2462,7,6,831.4,27.139999999999983,0.8553419476835797,11.98780487804878
234,0,,02,702,703,6,5,627.56,24.540000000000006,0.6165829145728645,12.037914691943136
235,0,,13,2038,2044,2,3,737.2,44.900000000000006,1.454015544041451,12.075117370892013
236,0,,13,2614,2620,3,4,952.64,23.000000000000007,0.7759784075573551,12.213953488372104
237,0,,10,719,725,7,6,485.76,126.11,2.5389571169720155,12.21996124031008
238,0,,12,930,937,3,4,290.12,17.049999999999983,0.9936526255049064,12.233333333333348
239,0,,07,295,306,2,3,193.12,130.83,3.287185929648242,12.254223652453742
240,0,,07,815,818,7,6,559.8,85.06,1.9270502945174448,12.26459627329192
241,0,,14,2424,2433,8,7,956.04,35.41999999999999,1.2251815980629537,12.264900662251645
242,0,,02,802,809,2,3,719.12,264.43,5.371318301848467,12.31052141527002
243,0,,11,1564,1566,2,3,535.2,9.22999999999999,0.3711298753518302,12.31325301204813
244,0,,12,1463,1473,7,8,477.76,69.01,2.317327065144392,12.32380952380953
245,0,,15,343,350,2,3,265.56,85.83,2.209835221421215,12.34964028776978
246,0,,15,675,677,6,5,528.24,41.92,1.313694766530868,12.450980392156865
247,0,,17,829,837,6,5,758.08,41.349999999999994,1.4392620953706925,12.556756756756762
248,0,,13,744,751,3,4,254.12,55.03999999999999,1.42701581540057,12.56621004566209
249,0,,06,640,644,3,4,547.28,38.579999999999984,1.0062597809076677,12.617563739376772
250,0,,17,36,42,2,3,15.24,78.32000000000001,2.26410835214447,12.6330014224751
251,0,,14,1915,1919,7,6,750.84,13.680000000000009,0.4438676184295914,12.634782608695655
252,0,,06,44,47,3,4,35.36,75.32,1.883,12.677740863787378
253,0,,14,193,205,8,7,67.8,63.74000000000001,1.9576167076167077,12.726643598615915
254,0,,16,643,649,2,3,620.08,83.78,2.209970983909259,12.733860342555996
255,0,,19,819,830,6,5,792.88,119.93,3.3397382344750772,12.785714285714292
256,0,,15,609,613,2,3,475.52,57.75999999999999,1.5995569094433673,12.89285714285714
257,0,,02,816,820,6,5,738.52,52.99000000000001,1.319143639531989,12.892944038929445
258,0,,05,970,977,8,7,917.08,86.58999999999997,2.3834296724470128,12.904619970193744
259,0,,18,285,288,6,5,260.72,66.51000000000005,1.8505843071786323,12.921140939597311
260,0,,16,545,546,6,5,534.84,18.319999999999993,0.4672277480234632,12.925925925925888
261,0,,09,1095,1107,2,3,839.48,122.64999999999998,3.4326896165687093,12.978835978835985
262,0,,13,322,326,2,3,105.28,16.819999999999993,0.613479052823315,13.000000000000009
263,0,,07,662,671,8,7,460.12,150.40999999999997,3.730406746031745,13.056423611111107
264,0,,19,469,473,2,3,452.52,56.55,1.602436950977614,13.05788423153693
265,0,,04,581,588,2,3,573.8,87.72,2.5185185185185186,13.115135834411374
266,0,,04,279,280,8,7,243.8,39.54000000000002,1.1050866405813309,13.119741100323642
267,0,,09,765,767,8,7,594.68,36.079999999999984,1.3225806451612896,13.153354632587863
268,0,,08,888,891,2,3,608.4,104.18999999999996,2.597606581899775,13.155303030303024
269,0,,10,433,435,2,3,289.2,26.22,0.7185530282269115,13.190045248868776
270,0,,07,677,681,2,3,476.24,84.91999999999999,2.033038065597318,13.24804992199687
271,0,,11,1553,1563,8,7,539.36,50.35999999999996,1.3965612867443138,13.249394673123508
272,0,,07,714,717,3,4,496.24,59.20999999999998,1.3814745683621088,13.28769841269839
273,0,,10,184,189,7,6,134.72,95.21000000000004,2.500919359075388,13.332874828060524
274,0,,15,852,853,6,5,670.2,35.5,1.074780502573418,13.379432624113493
275,0,,12,2252,2257,2,3,755.84,34.50999999999999,1.2724926253687312,13.41281138790036
276,0,,16,138,149,2,3,120.6,153.76,3.480307831598008,13.468122270742365
277,0,,05,637,640,3,4,606.92,116.70999999999998,3.1526202052944345,13.52483069977427
278,0,,02,888,890,6,5,804.32,121.52999999999996,2.816454229432213,13.528301886792454
279,0,,06,355,359,8,7,292.56,58.620000000000005,1.66865926558497,13.600928074245934
280,0,,04,797,796,3,2,744.72,40.97000000000003,1.3224661071659145,13.656666666666675
281,0,,13,1814,1817,3,4,654.28,23.910000000000025,0.7702963917525781,13.659685863874362
282,0,,09,576,580,3,4,439.84,143.58,3.2308730873087312,13.661274976213134
283,0,,13,1108,1115,2,3,400.88,53.500000000000014,1.7703507610853744,13.703370786516864
284,0,,09,574,579,2,3,435.96,142.70999999999998,3.7834040296924702,13.70893371757925
285,0,,05,809,819,2,3,749.12,221.17,5.653629856850716,13.737267080745344
286,0,,13,599,602,3,4,192.8,27.02000000000001,0.8155750075460311,13.78923766816141
287,0,,06,682,686,2,3,574.2,34.25000000000003,1.0897231944002554,13.81048387096775
288,0,,06,802,807,8,7,674.36,115.81,3.434460260972717,13.836320191158906
289,0,,13,1853,1859,2,3,665.8,57.31,1.8193650793650795,13.858387799564262
290,0,,20,168,170,6,5,127.64,57.81999999999999,1.6638848920863307,14.0127659574468
291,0,,10,467,473,3,4,310.0,223.42,3.909361329833771,14.016311166875788
292,0,,13,565,570,7,6,181.0,30.44999999999999,1.0160160160160157,14.024999999999991
293,0,,13,1388,1392,3,4,508.76,15.95,0.6064638783269961,14.046874999999991
294,0,,04,383,390,3,4,345.16,98.0,2.3728813559322037,14.080459770114954
295,0,,19,838,841,6,5,804.8,37.379999999999995,0.9596919127086004,14.107744107744104
296,0,,02,1056,1060,3,2,964.0,95.85,3.21105527638191,14.158050221565723
297,0,,13,1274,1279,7,6,462.84,31.819999999999993,1.022165114037905,14.18852459016393
298,0,,05,370,373,3,2,353.72,22.61999999999999,0.8604031951312283,14.195402298850553
299,0,,10,665,667,4,3,456.52,30.330000000000013,0.7388550548112062,14.216666666666676
300,0,,12,824,828,6,7,257.6,27.710000000000008,0.9604852686308496,14.22222222222222
301,0,,01,860,861,2,3,729.84,27.25,0.7465753424657534,14.333333333333371
302,0,,02,290,292,2,3,267.32,118.15000000000002,3.102678571428572,14.373479318734798
303,0,,15,632,633,2,3,496.28,36.49000000000001,1.008011049723757,14.39788732394364
304,0,,12,2024,2027,8,7,687.92,13.670000000000016,0.4127415458937203,14.398058252427209
305,0,,09,478,482,2,3,374.68,64.08000000000001,1.6631196470282898,14.432432432432442
306,0,,12,313,320,3,4,96.92,36.860000000000014,1.5942906574394469,14.515901060070656
307,0,,06,1353,1361,2,3,1210.8,129.53,3.875822860562537,14.53759820426487
308,0,,08,158,163,3,4,96.56,162.15,3.32002457002457,14.568733153638812
309,0,,01,79,84,2,3,65.24,137.56,3.478128950695323,14.618490967056328
310,0,,08,615,618,8,7,438.36,91.57999999999998,2.214752116082225,14.669329073482436
311,0,,13,2320,2328,8,7,843.28,96.56999999999994,3.055045871559631,14.69863013698629
312,0,,02,641,645,6,5,569.76,67.33999999999999,1.7414016033100592,14.701149425287362
313,0,,03,137,138,6,5,140.6,62.219999999999985,1.7178354500276087,14.705263157894736
314,0,,13,596,603,7,6,194.28,43.44,1.2709186658864833,14.71621621621623
315,0,,04,455,458,7,6,422.92,56.84,1.3836416747809157,14.763636363636358
316,0,,07,231,233,3,4,140.08,69.35000000000002,1.6634684576637089,14.874000000000011
